TOOL_NAME,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max
Tool2,337.2,0.398873814,358.29,0.455197882,130.55,0.498247408,0.070625,0.0,34.09,0.290803363,1809.73,3.750123324,40024.97,15.90055484,25008.32,7.084854249,0.0,22.64,0.013568011,9890.55,2.008414666,864.31,60.74,0.632448529,2617.76,4.749770964,66030.87,31.82049731,29013.84,18.74870265,0.000221827,32.95,0.054443773,22723.09,2.959203794,6786.44,4.165822283,209.97,88.63,99.62,99.17,98.38
Tool2,336.9,0.63756443,358.32,0.468002561,129.05,0.211329626,0.07975,0.01,32.0,0.0,1813.3,3.224755592,40021.47,18.91645358,25006.73,5.289380803,0.0,22.36,0.01130726,9889.42,1.435678223,1101.14,59.17,0.691816433,2608.64,2.7946714,66029.43,37.62224299,29011.52,12.95249935,0.000190144,32.61,0.051918505,22723.0,2.739636534,6787.77,3.419019875,246.84,150.6439602,99.54,99.71,99.97
Tool2,339.37,0.547020328,359.38,0.486457388,130.0,0.0,0.0765,0.0,35.77,0.423915106,1809.75,4.303189731,40028.63,18.27368555,25007.91,7.382935015,0.0,22.75,0.021708232,9890.13,2.434447372,945.37,62.85,0.497580291,2599.17,4.003873578,66035.16,35.66668672,29011.92,26.77047019,0.000242159,33.14,0.048140459,22725.19,3.093878732,6787.45,2.167016447,270.04,429.47,99.98,99.38,98.73
Tool2,337.22,0.592579264,358.18,0.380448251,130.11,0.309665762,0.08825,0.01,27.57,0.501055967,1812.5,2.396703162,40022.14,17.19518828,25010.2,27.77681045,0.0,22.06,0.012907215,9889.3,2.214880492,960.51,48.56,1.26496136,2604.44,3.326396846,66028.51,36.90464883,29012.59,20.6695015,0.000275871,32.27,0.067539951,22723.93,3.206722806,6787.84,4.109740972,215.59,104.74,100.32,98.96,96.22
Tool2,339.47,0.499657071,359.52,0.500054009,131.0,0.0,0.076375,0.0,37.51,0.50552503,1804.44,3.056703182,40026.21,14.43880698,25006.0,16.67307378,0.0,22.97,0.015298379,9890.21,2.405216417,911.68,64.97,0.493296736,2593.77,3.013101574,66038.81,35.15450761,29011.92,8.929837384,0.000201188,33.33,0.05180359,22723.5,2.919038267,6787.59,2.364794907,260.51,388.7,99.72,99.27,98.46
Tool2,337.87,0.754827934,358.95,0.245509064,131.0,0.0,0.09175,0.01,23.8,0.408032457,1825.32,3.374133668,40021.97,22.22804053,25009.78,10.50192946,0.000254972,22.12,0.010802865,9890.01,1.273437999,646.04,40.91,3.159384095,2631.91,3.185540122,66033.65,33.75868904,29015.41,23.23581297,0.000201641,32.27,0.076513546,22723.14,2.863789908,6786.66,3.548303572,233.17,266.37,99.57,99.1,98.53
Tool2,339.49,0.500215616,359.28,0.448309997,132.0,0.0,0.0815,0.0,35.0,0.0,1810.91,3.416685144,40024.09,21.39038553,25006.41,17.26930685,0.0,22.75,0.018251885,9890.21,1.870511512,1006.65,62.56,0.516645921,2605.43,2.430004661,66037.53,36.15563286,29010.72,20.94750232,0.000192639,33.04,0.061377285,22723.78,2.826217499,6787.62,3.343691875,250.02,398.9501312,99.21,100.0,101.6
Tool2,336.72,0.536392427,358.75,0.43542745,131.0,0.0,0.089125,0.01,29.0,0.0,1817.0,3.423584413,40026.64,17.80843798,25005.41,29.68736386,0.000438019,22.26,0.034223491,9889.8,1.593084332,1075.02,53.26,0.933643002,2620.82,3.671165473,66035.68,32.11381836,29011.82,29.77100064,0.000221827,32.51,0.056581382,22723.83,2.821155125,6787.82,3.751211194,172.37,75.44,99.1,98.86,98.51
Tool2,338.56,0.496602918,359.0,0.0,130.0,0.0,0.080775,0.0,37.09,0.290803363,1804.89,3.966229004,40029.8,21.62473254,25004.99,11.27791054,0.0,22.93,0.022860918,9890.84,1.819028125,887.26,64.73,0.446853536,2600.1,3.199316412,66035.8,34.55754723,29012.41,20.15346585,0.000233745,33.23,0.052278561,22723.6,3.058819111,6787.62,4.999731571,250.75,253.4334371,99.88,99.71,99.29
Tool2,338.74,0.527842257,359.3,0.458535967,131.0,0.0,0.0745,0.0,37.77,0.423915106,1811.05,4.409052767,40030.3,19.8933411,25007.07,17.77470205,0.0,22.89,0.01758549,9889.96,2.006649028,593.54,65.02,0.494902709,2602.5,2.720683206,66035.71,30.01169102,29011.71,19.3213938,0.000268855,33.36,0.076370839,22723.74,3.222124484,6787.62,2.415230278,256.85,412.62,99.23,98.58,97.66
Tool2,339.59,0.577809096,359.23,0.419073576,131.0,0.0,0.075125,0.0,34.21,0.411625091,1811.26,4.445934597,40015.84,20.21358996,25006.85,26.66528856,0.000324353,22.63,0.027477969,9890.47,1.6599152,589.39,61.49,0.619035451,2599.97,3.476220422,66029.49,33.90583325,29011.58,18.97515081,0.000227349,32.91,0.063833212,22723.58,3.182354953,6787.3,5.166844743,181.65,128.18,100.4,99.6,98.54
Tool2,339.47,0.499514075,359.49,0.500324553,133.98,0.137770941,0.077875,0.0,37.56,0.502518908,1811.78,3.807223331,40025.55,20.03644665,25006.07,30.65524312,0.0,22.87,0.028027764,9889.72,2.338818328,526.89,64.59,0.493558471,2599.64,2.243315678,66037.47,33.76227868,29011.85,28.61510064,0.000242159,33.27,0.075666144,22723.75,2.993409599,6787.34,1.715928927,243.67,388.94,98.98,98.81,98.13
Tool2,339.02,0.569862782,359.2,0.399114404,130.97,0.162796081,0.073885,0.0,33.0,0.0,1811.66,3.389060251,40017.48,19.29639362,25007.42,19.34028162,0.000321038,22.51,0.010645151,9888.84,1.834550789,1192.7,58.04,0.69574081,2602.13,2.513714707,66028.11,35.90179231,29011.74,15.33576872,0.000268855,32.74,0.051536624,22724.39,2.788165456,6787.47,2.579332125,214.12,90.83,99.75,99.11,98.21
Tool2,339.26,0.6661935,359.51,0.500298462,132.09,0.293164401,0.087625,0.0,38.34,0.479494977,1808.7,4.043827024,40026.8,26.00205653,25006.38,10.90145936,0.0,23.05,0.020397736,9890.3,1.967404116,907.77,65.73,0.446192344,2598.53,3.242590715,66036.81,34.85537912,29011.21,7.060064138,0.000190574,33.55,0.074032873,22723.85,3.05802893,6787.7,5.369919398,223.89,148.9348715,100.31,100.22,100.28
Tool2,339.34,0.488363903,359.25,0.430765261,130.43,0.495204983,0.082125,0.01,36.32,0.471155298,1814.23,3.262640081,40029.8,20.19256971,25007.63,13.4730014,0.0,22.79,0.013262674,9890.42,1.763623258,522.25,63.05,0.559784009,2611.89,3.454075918,66037.05,39.56609543,29012.15,20.97218139,0.000190574,33.08,0.058688195,22723.98,2.756128216,6787.92,3.964975363,235.85,90.5817005,99.39,99.69,100.56
Tool2,339.72,0.501470488,359.58,0.493740361,133.0,0.0,0.085,0.01,33.02,0.149071198,1806.36,3.19911604,40030.76,24.91756927,25008.1,16.31831122,0.000366529,22.6,0.092672444,9890.29,1.983870367,812.79,59.21,0.662010938,2597.06,2.582786426,66038.53,30.29785839,29012.01,21.92467402,0.000268855,32.84,0.058506904,22723.36,3.063051349,6787.52,4.813006561,218.03,101.57,99.79,100.28,101.38
Tool2,338.92,0.652475184,359.01,0.10853833,132.0,0.0,0.0785,0.0,36.0,0.0,1808.14,3.861502955,40025.64,19.88763855,25007.84,7.909290423,0.000290803,22.68,0.019404452,9889.8,2.311973896,877.49,63.13,0.567680022,2592.83,2.749419124,66035.78,37.05947235,29010.75,14.79434596,0.000223815,32.95,0.045690779,22725.2,3.32202483,6786.62,2.621078816,247.82,438.5033266,99.92,99.67,99.24
Tool2,338.94,0.71023218,359.22,0.413229017,130.97,0.178987196,0.079875,0.01,32.0,0.0,1811.33,3.233348953,40030.11,22.42560693,25011.09,12.69403305,0.000287799,22.47,0.028162587,9889.6,1.387025329,684.12,58.82,0.5546572,2613.4,2.008563031,66033.34,32.70401206,29015.68,18.36755228,0.000231116,32.7,0.061637278,22723.15,2.83263433,6787.7,2.109913671,231.95,671.92,99.54,99.1,98.54
Tool2,336.5,0.500390842,358.85,0.357985588,130.0,0.0,0.085875,0.01,30.0,0.0,1809.0,3.510780739,40022.31,19.53663572,25007.77,10.42689202,0.000479495,22.33,0.068724409,9888.88,1.842744011,723.92,55.32,0.721277299,2606.23,3.493378574,66035.95,30.61862241,29012.48,13.64183081,0.000231116,32.49,0.053389788,22723.63,2.720577081,6787.24,1.588947515,235.12,432.4,99.66,99.12,97.93
Tool2,339.46,0.499162237,359.31,0.464766251,131.0,0.0,0.073,0.0,37.0,0.0,1809.48,3.399648657,40026.97,19.65240939,25005.69,8.301948306,0.0,22.91,0.014194362,9890.25,2.067120824,963.44,64.55,0.543525823,2598.89,5.556441008,66035.06,32.13445613,29012.58,13.49538941,0.000239955,33.27,0.057202167,22723.68,2.930837379,6786.08,9.425639264,208.26,105.48,99.59,99.15,98.48
