TOOL_NAME,LOTID,GLSID,RECIPEID,MODEL_NAME,TIME_STAMP,PAS연동여부,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max,추가정보_정상.이상여부,추가정보_Data_Resume
P8TCVD060308,P8CB1602AF00,P8CB16028E08,RUN_1ST_23,CB,2011-06-26 14:46,OK,339.5345,0.4992,359.4141,0.493,139,0,0.1531,0.012,41.6444,0.4841,1979.5111,4.5208,40083.664,32.1364,24988.9113,20.6235,0,21.158,0.0227,9892.8157,1.542,284.9295,68.9296,0.7267,2944.0047,2.8805,66107.0691,24.3854,28995.3459,12.5947,2.00E-04,31.9745,0.0618,22743.9814,2.6056,6783.2036,2.4442,187.7556,266.1295,99.38,100.47,100.71,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB16027500,P8CB16024E10,RUN_1ST_23,CB,2011-06-25 15:17,OK,339.0381,0.555,359,0,135,0,0.1415,0.011,41.8222,0.3866,1977.2444,4.5184,40092.6163,27.1451,24988.7078,19.8174,0,21.0631,0.0133,9892.246,1.6543,405.7865,68.6901,0.5119,2924.2958,3.4847,66106.003,25.2174,28996.3918,17.4449,3.00E-04,31.7473,0.0736,22743.7235,2.8576,6784.7583,1.7552,181.1634,785.4483,100.1,99.72,98.58,이상,"PPD,RFRS_NG"
P8TCVD060309,P8CB17003T00,P8CB17002313,RUN_1ST_23,CB,2011-07-03 18:49,OK,338.7123,0.7063,358.8534,0.3843,131.1243,0.3302,0.0944,0.005,19.4444,0.5025,1880.2222,5.8539,40041.0181,17.2062,25010.9531,5.3189,0,22.2149,0.0195,9845.2868,1.8569,2486.2357,27.8479,2.1365,2666.765,11.7653,66030.8497,32.4746,29019.1642,7.5926,2.00E-04,32.4209,0.0648,22678.524,16.5019,6804.5836,2.8961,163.0959,138.6803,100,100,100,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB16028700,P8CB16024W20,RUN_1ST_23,CB,2011-06-25 22:05,OK,339.5884,0.4925,359.4453,0.4974,137,0,0.1536,0.013,40,0,1973.8444,4.1667,40114.2648,23.3931,24987.487,22.9533,0,20.9004,0.0135,9893.6296,2.0593,354.5138,66.6415,0.5454,2927,2.4553,66107.5275,23.4836,28995.6282,12.592,2.00E-04,31.7713,0.0691,22743.7352,2.7804,6784.263,2.439,226.3322,131.5998,99.37,99.78,99.08,이상,"PPD,RFRS_NG"
P8TCVD060309,P8GA1600SP00,P8GA1600RQ19,RUN_1ST_23,GA,2011-07-01 22:22,NG,340.2177,0.413,359.6562,0.4753,132,0,0.0855,0.004,26,0,1856.3409,4.0113,40040.7851,24.7459,25010.2656,4.2448,0,22.6191,0.011,9849.5114,1.7781,3621.0706,39.0461,0.5755,2683.1751,2.6259,66035.4402,40.5016,29019.8956,7.4432,2.00E-04,32.9837,0.0636,22590.5689,25.548,6805.3782,2.3757,129.6466,285.4178,100.21,100.42,100.84,이상,"GS5D,RFM_NG"
P8TCVD060307,P8CB17006N00,P8CB17004E18,RUN_1ST_23,CB,2011-07-05 6:53,OK,339.616,0.4867,359.4464,0.4975,131,0,0.1336,0.011,32,0,1805.4091,2.1921,40027.301,26.5444,25006.8669,14.1647,3.00E-04,22.6445,0.0267,9889.9635,2.0066,869.682,53.3192,0.6739,2590.3897,3.3553,66035.3699,35.1032,29010.9495,31.3364,2.00E-04,32.8803,0.0666,22723.4088,3.9256,6787.7529,6.2455,320.5762,377.9528,100.03,99.41,98.37,이상,"PPD,GS1D"
P8TCVD060309,P8GA17001U00,P8GA17000W06,RUN_1ST_23,GA,2011-07-02 17:20,NG,337.4879,0.5003,358.686,0.4645,131,0,0.0959,0.005,23.6889,0.4682,1842.4222,3.8759,40054.6908,11.1084,25011.7669,8.3367,0,22.4007,0.0099,9860.343,2.2563,3275.3464,35.4378,0.5669,2657.765,2.6167,66034.6301,28.9104,29019.8956,6.5627,1.00E-04,32.6682,0.0658,22653.0142,15.037,6805.4626,1.7805,161.3868,429.7137,100,99.53,98.79,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB16027400,P8CB16024E01,RUN_1ST_23,CB,2011-06-25 14:52,NG,339.2955,0.5104,359.4448,0.4973,135,0,0.1463,0.011,39,0,1972.6222,4.8537,40084.315,14.701,24990.8103,21.9271,0,20.7498,0.0166,9891.8391,1.806,507.3552,65.5587,0.6747,2939.3005,34.3425,66101.4638,23.8795,28994.7584,17.3228,3.00E-04,31.4938,0.0666,22744.2479,2.921,6784.658,3.1525,214.1244,479.0331,100.38,99.71,98.02,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602AM00,P8CB16025G12,RUN_1ST_23,CB,2011-06-26 15:57,OK,339.5997,0.4903,359.5098,0.5003,139.7191,0.4498,0.146,0.012,39.7333,0.4472,1989.3556,4.6278,40094.5696,36.9489,24986.8766,25.3397,0,20.9827,0.0096,9892.775,1.6358,556.9188,67.0991,0.7185,2957.7453,4.5698,66109.0131,26.8286,28994.419,11.1839,3.00E-04,31.7308,0.057,22743.2342,2.9769,6783.1041,2.0308,221.9374,143.3193,98.83,100.47,101.06,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602E200,P8CB1602C513,RUN_1ST_23,CB,2011-06-27 17:08,NG,339.758,0.5885,359.4763,0.4998,139,0,0.1654,0.014,39,0,1988.4,4.5197,40092.7791,22.1948,24985.995,21.4014,0,20.9187,0.0122,9892.7343,1.8921,537.1422,65.5164,0.7746,2953,4.4605,66107.1379,23.2426,28995.2312,11.9642,2.00E-04,31.7839,0.0711,22743.6032,2.3965,6783.9702,2.7827,226.088,137.4596,99.03,99.98,100.41,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602DT00,P8CB1602BU14,RUN_1ST_23,CB,2011-06-27 19:47,OK,336.6424,0.5359,358.962,0.1913,138.6851,0.4648,0.1723,0.015,34,0,1976.5,4.0318,40095.5536,32.5642,24987.6535,23.7541,0,20.5164,0.0199,9892.1276,1.7132,512.2383,57.5681,0.8856,2939.5399,3.0429,66107.1379,26.9156,28995.5178,11.4251,2.00E-04,31.1265,0.0378,22744.1792,2.8988,6783.0102,3.0278,217.7867,164.0725,99.71,100.09,99.32,이상,"PPD,RFRS_NG"
P8TCVD060309,P8GA17000100,P8GA17000118,RUN_1ST_23,GA,2011-07-02 17:54,NG,338.3765,0.7393,358.8445,0.54,128.5349,0.4991,0.0861,0.004,27,0,1861.5556,4.4239,40043.7852,11.2056,25010.4783,5.3419,0,22.5822,0.018,9861.5638,1.8885,2538.2409,40.6682,0.4719,2687.1106,4.2651,66030.7484,36.4261,29019.4174,5.279,2.00E-04,32.9786,0.0564,22574.6369,20.673,6804.5555,2.3248,155.7712,140.3894,100.78,100.57,100.16,이상,"GS5D,RFM_NG"
P8TCVD060309,P8CB17002N00,P8CB17000J05,RUN_1ST_23,CB,2011-07-03 4:46,OK,339.9088,0.6631,359.6115,0.4878,131,0,0.0869,0.004,26,0,1850.4444,4.0763,40045.5757,11.9838,25012.6486,4.1743,0,22.7862,0.0117,9849.5595,1.744,3351.0346,39.5668,0.4967,2673.2581,3.7673,66035.5753,34.6231,29020.6129,8.4824,2.00E-04,33.0772,0.0664,22621.8084,3.776,6804.5906,2.3827,93.9999,393.5787,99.31,99.52,99.93,이상,"GS5D,RFM_NG"
P8TCVD060309,P8GA1600SP00,P8GA1600RQ11,RUN_1ST_23,GA,2011-07-01 22:29,NG,339.309,0.4625,359.1506,0.3579,132,0,0.0775,0.004,27,0,1854.4318,4.8675,40045.6127,13.3913,25013.1788,5.6342,0,22.7705,0.0179,9850.2605,1.8883,3434.2916,40.7143,0.4528,2679.8157,3.7334,66035.0689,31.1374,29020.0644,5.8229,2.00E-04,33.1112,0.0639,22622.9983,8.0966,6804.5273,2.8672,78.6181,123.7869,100.26,100.53,100.95,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB1602DB00,P8CB1602C007,RUN_1ST_23,CB,2011-06-27 10:42,NG,337.5809,0.5242,358.8678,0.339,137,0,0.1531,0.013,33.8864,0.321,1987,5.8667,40105.5418,22.5246,24985.1565,22.2729,0,20.4798,0.0141,9892.3774,1.6691,488.7994,57.5587,0.938,2947.4319,2.8186,66105.9343,28.231,28993.6694,12.7449,3.00E-04,31.0351,0.0543,22742.9326,2.5042,6783.003,2.7881,229.5062,301.0438,99.78,99.8,98.53,이상,"PPD,RFRS_NG"
P8TCVD060308,P8GA1600P000,P8GA1600M507,RUN_1ST_23,GA,2011-06-28 2:29,NG,339.647,0.4943,359.4821,0.5001,134,0,0.186,0.016,37.6222,0.4903,1989.5556,5.0926,40104.8241,34.8428,24986.4697,23.9817,0,20.7567,0.0264,9892.9378,1.8966,584.5083,63.5869,0.7999,2963.6291,2.9006,66107.5161,24.5882,28994.5291,11.2376,2.00E-04,31.5331,0.0685,22743.9642,2.7472,6783.3971,1.0072,226.3322,298.6022,99.49,100.43,100.73,이상,"PPD,RFRS_NG"
P8TCVD060308,P8FA1600HF00,P8FA1600GN06,RUN_1ST_23,FA,2011-06-25 11:01,NG,338.9893,0.6331,359.2776,0.4482,137,0,0.1499,0.012,37,0,1972.9556,4.9404,40090.9886,24.7649,24984.096,20.6442,0,20.6451,0.0171,9891.9205,1.7672,494.9033,62.4151,0.765,2935.5094,2.5191,66105.1781,25.2829,28994.8652,13.6432,2.00E-04,31.3274,0.0532,22743.7697,2.6907,6783.3344,2.8927,192.1504,579.8694,98.89,99.54,99.16,이상,"PPD,RFRS_NG"
P8TCVD060306,P8CB1700UY00,P8CB1700TG13,RUN_1ST_23,CB,2011-07-12 5:55,NG,339.4101,0.4922,359.2256,0.4183,132.7058,0.456,0.1056,0.006,36,0.4767,1940.1111,4.0856,40014.6493,36.5567,24985.3168,2.9691,0,24.0813,0.0138,10005.9818,2.1169,346.4567,57.0343,0.1825,2875.098,2.2482,66009.0625,42.8408,28990.6862,4.924,2.00E-04,35.0042,0.0694,22970.4751,2.8843,6805.0274,1.4242,220.2283,550.0824,101.26,99.97,98.54,이상,GS4D
P8TCVD060308,P8CB16029K00,P8CB16025C08,RUN_1ST_23,CB,2011-06-26 2:13,NG,339.4037,0.491,359.4174,0.4935,138,0,0.1536,0.012,38.9333,0.2523,1980.3333,5.2267,40074.7116,29.6133,24986.2663,21.5903,0,20.8238,0.015,9892.3274,1.5906,517.3656,65.1604,0.6551,2936.2736,3.9271,66107.0092,26.4178,28994.6349,11.3029,2.00E-04,31.5844,0.0628,22743.1651,2.7923,6784.5005,2.3676,233.1685,149.4232,99.43,99.93,99.1,이상,"PPD,RFRS_NG"
P8TCVD060309,P8GA17001300,P8GA17000J09,RUN_1ST_23,GA,2011-07-02 8:21,NG,337.3519,0.6033,358.4917,0.5003,130.012,0.1091,0.089,0.005,22.5227,0.5053,1844.7727,3.8511,40049.1086,15.2813,25012.2078,6.9813,0,22.2952,0.0142,9849.9692,1.3333,3348.8372,33.4977,0.6245,2658.6912,2.7406,66032.8749,32.7336,29019.7268,6.3461,2.00E-04,32.5356,0.0654,22624.1881,3.287,6804.4078,2.4152,154.7946,105.9635,100,100,100,이상,"GS5D,RFM_NG"
P8TCVD060308,P8GA1600P100,P8GA1600M705,RUN_1ST_23,GA,2011-06-28 2:34,NG,339.5817,0.4937,359.402,0.4907,134.0327,0.1779,0.1826,0.016,39,0,1988.25,3.9363,40103.3777,33.7037,24983.6998,16.4805,0,20.8857,0.0147,9892.0444,1.8504,492.2175,65.2629,0.6633,2961.4038,2.9979,66110.3359,22.2119,28995.8474,9.2954,2.00E-04,31.7322,0.0421,22743.3539,2.5105,6783.3111,1.633,212.9036,336.4463,99.11,100.07,100.78,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602B500,P8CB16029B12,RUN_1ST_23,CB,2011-06-26 19:04,OK,339.1501,0.6388,359.368,0.4826,140,0,0.1445,0.012,41.7778,0.4204,1980.7778,5.4726,40087.4077,16.1082,24988.7756,15.7013,0,21.1127,0.0132,9892.5309,1.503,340.8411,69.6557,0.4763,2943.7406,4.093,66107.0092,24.4275,28994.6493,10.4214,3.00E-04,32.0384,0.05,22742.7937,2.7749,6783.3056,2.9456,223.6465,167.979,98.98,100.12,100.31,이상,"PPD,RFRS_NG"
P8TCVD060308,P8GA1600NW00,P8GA1600MP08,RUN_1ST_23,GA,2011-06-28 1:18,NG,339.4612,0.4989,359.3738,0.4842,133,0,0.1785,0.015,41.8667,0.4573,1979,5.4772,40087.4077,37.2963,24986.6054,20.6504,0,21.1736,0.0135,9892.0426,1.8293,494.1708,68.4319,0.4965,2924.7277,2.8035,66106.4845,31.8659,28994.5865,10.4918,2.00E-04,31.9644,0.0702,22743.3109,2.4478,6784.9875,1.6758,243.4231,152.353,100.2,99.28,97.47,이상,"PPD,RFRS_NG"
P8TCVD060309,P8CB17002L00,P8CB17000503,RUN_1ST_23,CB,2011-07-03 3:39,OK,339.4255,0.4948,359.3328,0.4716,131.655,0.4757,0.0824,0.004,28.6667,0.4767,1847,4.2906,40052.5748,14.0797,25013.259,5.0801,0,22.9862,0.013,9872.1032,1.4584,2948.178,42.7917,0.4071,2665.912,3.1114,66037.1862,36.0737,29020.682,6.5374,2.00E-04,33.4159,0.0546,22688.6525,10.8087,6804.3447,2.7036,141.8544,415.3086,99.23,99.28,99.31,이상,"GS5D,RFM_NG"
P8TCVD060308,P8GA1600NC00,P8GA1600LH16,RUN_1ST_23,GA,2011-06-27 5:05,NG,338.9894,0.579,359.3106,0.4631,138,0,0.1833,0.012,42.0909,0.4214,1987.8409,4.3506,40093.556,33.0928,24983.0756,18.7899,0,21.1686,0.0111,9892.0028,1.9543,313.0074,69.5935,0.5879,2946.7477,3.0996,66106.4096,25.3994,28996.1928,13.1735,3.00E-04,32.0849,0.0473,22743.0702,2.9691,6783.9868,2.7153,227.3088,278.8256,99.58,100.1,99.39,이상,"PPD,RFRS_NG"
P8TCVD060309,P8GA1600T200,P8GA1600S318,RUN_1ST_23,GA,2011-07-02 2:30,NG,336.9402,0.5554,358.7366,0.4407,134,0,0.1029,0.006,21,0,1863.2444,2.7892,40048.0173,15.8145,25012.3773,9.6194,0,22.2709,0.0237,9855.5413,1.6202,3074.8947,31.2258,0.7134,2711.5991,4.0358,66035.9466,35.492,29019.5862,6.9357,2.00E-04,32.5041,0.0752,22631.2343,2.424,6804.2672,1.9364,142.831,139.4128,99.44,99.79,100.16,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB1602DF00,P8CB1602BG06,RUN_1ST_23,CB,2011-06-27 11:00,OK,339.5089,0.5003,359.4084,0.4919,138,0,0.1583,0.013,38.7045,0.4615,1985,4.7053,40096.053,29.6044,24984.0467,18.551,0,20.8652,0.0152,9892.2525,1.4208,435.8176,64.8826,0.6297,2943.5775,2.6206,66108.479,25.9401,28995.0163,8.2289,3.00E-04,31.6192,0.0546,22743.2937,2.8382,6784.0132,3.128,216.8101,782.2743,99.26,99.8,99.25,이상,"PPD,RFRS_NG"
P8TCVD060308,P8GA1600PG00,P8GA1600NQ07,RUN_1ST_23,GA,2011-06-28 6:29,NG,337.4652,0.4992,358.1623,0.369,131.5641,0.4963,0.171,0.015,41.3333,0.4767,1986.4222,3.6773,40088.5471,25.1718,24985.588,22.6141,0,20.8489,0.0198,9892.3274,1.542,571.3239,68.2958,0.6812,2932.3521,7.5992,66100.3634,27.0466,28993.9273,16.8955,2.00E-04,31.8001,0.0653,22743.7837,2.8904,6782.9242,1.8422,242.6906,534.4564,100,100,100,이상,"PPD,RFRS_NG"
P8TCVD060308,P8FA1600HJ00,P8FA1600GS12,RUN_1ST_23,FA,2011-06-25 11:30,NG,338.8675,0.645,359.1405,0.3478,137,0,0.1435,0.011,41.8222,0.3866,1975.1778,4.6773,40092.9419,28.5748,24988.5722,25.9306,0,21.0498,0.0189,9891.8391,1.6747,553.5006,68.6132,0.4978,2929.467,2.5432,66104.1415,24.2056,28992.5907,16.0169,3.00E-04,31.9717,0.0612,22742.8023,2.3781,6784.6013,2.1796,252.4568,118.6596,98.89,99.48,99.19,이상,"PPD,RFRS_NG"
P8TCVD060307,P8CB17003F00,P8CB17001J18,RUN_1ST_23,CB,2011-07-03 13:03,OK,336.7806,0.5687,358.8177,0.3864,133,0,0.1273,0.01,28.5556,0.5025,1808.7111,2.0407,40028.1593,22.5197,25008.5115,19.177,4.00E-04,22.4098,0.0431,9889.3569,1.5365,1145.8219,47.7594,0.8942,2597.4623,2.7004,66034.5918,30.8029,29010.9024,22.0894,2.00E-04,32.656,0.0596,22723.5146,2.8509,6788.0995,1.819,229.262,401.3917,99.62,99.89,100.09,이상,"PPD,GS1D"
P8TCVD060306,P8GA1700FT00,P8GA1700D707,RUN_1ST_23,GA,2011-07-12 1:27,NG,339.4754,0.4998,359.2514,0.4342,132,0,0.1178,0.006,35.4545,0.5037,1966.1818,4.0478,40030.6304,37.8883,24985.2258,7.0873,0,23.7914,0.0181,10005.5351,1.8728,302.0204,55.7951,0.4046,2905.3366,2.415,66009.3881,30.5598,28990.7146,5.498,3.00E-04,34.5473,0.0638,22970.3038,2.5306,6803.4682,2.8801,201.6725,152.5972,101.44,100.07,98.53,이상,GS4D
P8TCVD060308,P8CB1602DQ00,P8CB1602C202,RUN_1ST_23,CB,2011-06-27 12:24,NG,338.8994,0.653,359.4373,0.4964,138,0,0.1614,0.014,37,0,1979,3.6409,40103.8771,25.0902,24988.2778,13.4238,0,20.7143,0.0111,9892.5022,1.7475,498.0773,62.1033,0.7062,2938.3052,3.1617,66106.9659,24.6053,28995.1882,14.9491,3.00E-04,31.4315,0.057,22744.1018,2.7914,6783.6192,3.0203,242.6906,517.8539,99.33,100.09,99.88,이상,"PPD,RFRS_NG"
P8TCVD060308,P8GA1600PP00,P8GA1600NL15,RUN_1ST_23,GA,2011-06-28 9:54,NG,339.5942,0.4914,359.4895,0.5003,134,0,0.186,0.017,39.1556,0.3665,1974.5778,5.3065,40086.1055,26.1382,24984.9098,18.8871,0,20.9084,0.0135,9892.7343,2.1557,569.1265,65.1033,0.6859,2928.8967,2.5157,66106.9315,28.8803,28994.959,9.0672,3.00E-04,31.6746,0.0549,22744.1362,2.5716,6783.8699,2.1805,210.2179,539.5837,100.05,99.91,99.29,이상,"PPD,RFRS_NG"
P8TCVD060309,P8GA1600SZ00,P8GA1600RY11,RUN_1ST_23,GA,2011-07-02 1:45,NG,338.6672,0.4962,359.1917,0.3939,133,0,0.1014,0.004,28,0,1850.0227,6.0212,40050.2738,8.1458,25012.7627,4.69,0,22.8991,0.0149,9855.213,1.9103,3215.2841,41.6359,0.4823,2677.6037,4.0586,66033.0774,35.1138,29019.7409,5.1861,2.00E-04,33.3196,0.0769,22663.8493,17.1774,6805.4626,1.5952,169.4439,119.8804,99.72,99.91,99.86,이상,"GS5D,RFM_NG"
P8TCVD060309,P8GA17001P00,P8GA17000G06,RUN_1ST_23,GA,2011-07-02 14:44,NG,339.7855,0.7163,359.1751,0.3803,129,0,0.0979,0.004,24.2,0.4045,1857.4667,4.1757,40047.0406,12.443,25009.6645,6.0341,0,22.3878,0.0136,9864.3309,1.8651,3703.8393,36.7143,0.5864,2675.424,10.303,66030.1408,36.5453,29018.3485,5.5019,2.00E-04,32.7026,0.0756,22640.8374,24.6186,6804.6891,2.0624,117.683,92.5349,101.22,101.29,101.1,이상,"GS5D,RFM_NG"
P8TCVD060309,P8CB17002W00,P8CB17000F10,RUN_1ST_23,CB,2011-07-03 7:59,OK,337.9742,0.6395,359,0,131,0,0.0909,0.005,24,0,1850.6818,1.2717,40050.9397,11.7104,25011.098,6.1248,0,22.5055,0.0115,9853.257,1.5085,3673.0757,36.3472,0.5497,2671.0741,4.5906,66035.0838,33.2229,29019.8201,5.9534,3.00E-04,32.6936,0.0424,22621.993,3.06,6804.6555,2.5061,145.7608,135.9946,99.78,99.78,99.3,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB1602AQ00,P8CB16028M17,RUN_1ST_23,CB,2011-06-26 16:15,NG,339.4281,0.4952,359.4404,0.4968,140,0,0.1511,0.012,42.2727,0.4995,1986.0227,4.3374,40093.0565,19.2552,24987.5841,22.8993,0,21.218,0.0088,9892.7935,1.9126,423.6098,69.9104,0.5731,2951.7642,3.7909,66109.255,22.7756,28995.0236,11.6015,2.00E-04,32.0449,0.065,22743.4242,2.4568,6785.0044,1.346,144.7842,75.6882,98.86,99.97,99.97,이상,"PPD,RFRS_NG"
P8TCVD060308,P8FA1600H800,P8FA1600GY04,RUN_1ST_23,FA,2011-06-25 9:22,NG,339.5306,0.4994,359.4431,0.4971,136,0,0.1394,0.011,38,0,1979.4444,4.7221,40086.7566,26.7287,24987.0801,22.478,0,20.726,0.0167,9892.9785,1.9346,527.8642,63.8255,0.7926,2939.8113,2.4615,66108.1148,24.5446,28995.1244,13.5654,2.00E-04,31.3954,0.0313,22744.0375,2.1279,6784.4357,2.4879,256.1191,153.818,99.49,100.01,100.18,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602EJ00,P8CB1602CE14,RUN_1ST_23,CB,2011-06-27 20:18,OK,339.4419,0.497,359.4861,0.5002,139,0,0.1761,0.015,40.5778,0.4995,1985.4667,4.5657,40095.3834,23.6569,24987.894,19.3854,0,21.0553,0.0106,9892.6936,1.5321,442.1657,67.3991,0.5455,2950.4085,2.5619,66107.4817,27.7489,28994.8444,11.0731,2.00E-04,31.9657,0.0631,22743.6376,2.4988,6784.6508,2.6097,235.3659,276.6282,99.01,100.24,100.6,이상,"PPD,RFRS_NG"
P8TCVD060306,P8CB1700VX00,P8CB1700U517,RUN_1ST_23,CB,2011-07-12 16:55,NG,338.9007,0.5788,359,0,132.245,0.4305,0.1061,0.007,35.2444,0.4346,1966.8,2.9357,40052.4121,50.5049,24985.1133,7.3411,0,23.7064,0.0149,10006.1039,2.1383,237.3192,55.8,0.401,2911.722,2.7646,66011.246,27.5163,28990.6253,4.9518,2.00E-04,34.6163,0.0717,22971.474,2.8471,6804.1605,1.5187,255.875,207.7764,100.75,99.29,97.74,이상,GS4D
P8TCVD060308,P8FA1600H400,P8FA1600GH01,RUN_1ST_23,FA,2011-06-25 7:24,NG,339.637,0.4813,359.5721,0.4952,138,0,0.1435,0.011,38.8,0.4045,1976.6667,5.0227,40087.5704,26.1289,24985.9271,24.573,0,20.8236,0.0142,9892.2867,1.7585,555.4538,64.7746,0.684,2942.5305,2.5301,66107.9632,24.7302,28995.3029,15.2238,3.00E-04,31.5006,0.0533,22743.6032,2.8488,6784.135,2.5167,212.4153,290.5451,98.97,100.12,100.42,이상,"PPD,RFRS_NG"
P8TCVD060309,P8CB17003T00,P8CB17002316,RUN_1ST_23,CB,2011-07-03 18:52,OK,337.6159,0.6802,358.581,0.4938,131.9619,0.1916,0.092,0.006,22,0,1846.4444,1.439,40052.0865,18.2932,25011.6991,4.2169,0,22.3047,0.0166,9859.5292,2.6941,3552.4629,32.2396,0.7863,2668.7465,16.6948,66034.0226,31.9863,29020.1206,5.1477,3.00E-04,32.5171,0.0562,22662.4907,15.9982,6803.7397,2.2432,99.8596,444.3631,100,100,100,이상,"GS5D,RFM_NG"
P8TCVD060308,P8CB1602EQ00,P8CB1602CD05,RUN_1ST_23,CB,2011-06-27 23:27,OK,337.1817,0.6904,358.2508,0.4338,132,0,0.1771,0.015,33,0,1984.3333,2.6112,40085.6172,24.6827,24985.3168,23.531,0,20.2709,0.0146,9891.8391,1.7196,566.4408,55.1362,0.9641,2938.6808,3.6834,66103.0113,23.2255,28994.6581,16.2533,4.00E-04,30.8903,0.0578,22744.652,2.8857,6784.5075,2.3965,250.9919,327.1684,100,100,100,이상,"PPD,RFRS_NG"
P8TCVD060306,P8CB1700V200,P8CB1700TH05,RUN_1ST_23,CB,2011-07-12 7:34,NG,338.6656,0.4722,359.2475,0.4319,133.0377,0.1906,0.1031,0.006,36.4444,0.5025,1953.2222,3.4634,40025.5549,45.0068,24984.842,4.5361,0,24.1204,0.0136,10005.5342,1.7235,313.7399,57.1765,0.3822,2899.4314,2.3615,66011.0014,32.7742,28991.135,4.2664,2.00E-04,34.8442,0.058,22970.6008,2.7013,6803.8605,1.3045,201.1842,781.5418,100.99,99.75,98.3,이상,GS4D
P8TCVD060308,P8CB1602DF00,P8CB1602BG18,RUN_1ST_23,CB,2011-06-27 10:52,OK,339.5265,0.4997,359.3471,0.4764,137.0221,0.147,0.161,0.013,37,0,1981.0465,4.3202,40092.4952,20.2195,24986.3372,23.104,0,20.6867,0.0115,9892.8555,1.7588,482.2072,62.0935,0.7256,2941.9813,2.291,66107.5733,26.6316,28994.6383,12.09,3.00E-04,31.3543,0.0553,22743.558,2.6464,6784.6999,1.8445,207.5322,294.6957,99.49,99.65,98.79,이상,"PPD,RFRS_NG"
P8TCVD060308,P8CB1602AT00,P8CB16029816,RUN_1ST_23,CB,2011-06-26 16:46,OK,338.3543,0.6939,359.0976,0.2971,139.178,0.3828,0.1691,0.011,27.7778,0.4204,1996.2667,2.8155,40092.9419,23.519,24985.7237,22.5616,0,20.2927,0.0218,9891.9205,1.4861,552.2798,47.5613,2.3909,2963.066,4.27,66101.8612,31.6689,28995.038,16.7227,3.00E-04,30.8197,0.0572,22742.906,2.4148,6784.1694,2.7867,212.1712,506.3786,99.25,100.08,99.44,이상,"PPD,RFRS_NG"
P8TCVD060306,P8CB1700V300,P8CB1700TK13,RUN_1ST_23,CB,2011-07-12 7:01,OK,337.8343,0.5947,358.9761,0.1528,132.8836,0.321,0.1303,0.007,34,0,1950.9778,3.7989,40009.4407,37.0741,24985.0455,6.4545,0,23.6031,0.0141,10006.0225,1.8975,305.9269,54.0686,0.391,2898.9265,2.2015,66007.2313,38.0606,28990.5366,5.2368,2.00E-04,34.4474,0.0689,22970.6367,2.6015,6804.6534,2.3358,179.6985,787.8899,100.71,99.77,98.56,이상,GS4D
