TOOL_NAME,LOTID,GLSID,RECIPEID,MODEL_NAME,TIME_STAMP,PAS연동여부,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max,추가정보_정상.이상여부,추가정보_Data_Resume
P8TCVD060307,P8CA15004A00,P8CA15003D13,RUN_1ST_23,CA,2011-05-19 10:15,NG,340.18,0.557904748,359.31,0.590062703,130,0,0.08525,0,37.07,0.254971706,1814.02,3.675744736,40019.31,18.08651415,25007.07,20.44948434,0,22.86,0.011729419,9889.13,1.649919916,1094.31,64.58,0.540168348,2608.8,2.612498857,66026.73,32.74482602,29012.04,28.77640033,0.000310126,33.28,0.048572352,22723.71,2.974409522,6787.75,5.71847975,256.36,247.3295489,100.25,100.16,100.13,정상,Normal
P8TCVD060308,P8FB16000S00,P8FB16000S10,RUN_1ST_23,FB,2011-06-05 18:12,NG,338.35,0.706418282,359.12,0.330545223,139,0,0.10588,0,28.43,0.501055967,1975.32,2.793453537,40086.9,29.02444717,24987.93,22.38317174,0,20.28,0.0163132,9892,1.216495465,293.23,51.89,2.321471183,2953.81,18.46011614,66102.19,26.79511721,28994.37,19.69690543,0.000231116,30.74,0.045851411,22743.07,2.386161395,6783.83,2.519602228,168.47,135.26,98.61,100.05,101.68,정상,Normal
P8TCVD060306,P8CB1500Z900,P8CB1500WZ10,RUN_1ST_23,CB,2011-05-20 19:46,OK,337.49,0.590101147,359.03,0.165637997,134,0,0.111375,0.01,29.66,0.479494977,2005.11,4.852311408,40003.66,43.07339178,24986.54,7.174618207,0,23.07,0.02036013,10004.91,1.965601628,387.96,53.68,1.026012698,2982.93,5.968012133,66004.24,29.80691147,28990.1,4.996836196,0.000265774,33.64,0.052759346,22969.43,2.698436549,6803.04,2.274009555,199.23,311.7866081,99.29,99.39,98.99,정상,Normal
P8TCVD060309,P8CB1600H900,P8CB1600H916,RUN_1ST_23,CB,2011-06-08 22:50,NG,339.14,0.425585767,359,0,134,0,0.083375,0,32.77,0.423915106,1883.45,4.14535069,40050.27,11.88343294,25011.51,4.284044374,0,22.91,0.008684632,9887.63,1.725527565,3479.46,52.69,0.464933509,2739.82,4.942552726,66035.24,33.4320643,29019.61,8.886427545,0.000281339,33.19,0.059675654,22722.51,5.757067139,6805.5,1.367169341,169.2,291.28,100.48,100.19,99.43,정상,Normal
P8TCVD060308,P8CB17003500,P8CB17000W18,RUN_1ST_23,CB,2011-07-03 10:19,OK,339.5743,0.4948,359.6714,0.4701,137,0,0.0726,0.003,41.3636,0.4866,1983.6591,4.7149,40093.223,30.5644,24983.6305,24.0454,0,21.0827,0.0159,9892.8768,1.9144,409.4488,67.1121,0.6689,2949.7009,2.8025,66105.4855,27.4268,28994.5384,13.6563,2.00E-04,31.8829,0.0567,22742.7194,2.7037,6783.4378,3.4721,187.9998,563.511,98.95,100.25,101.27,정상,Normal
P8TCVD060306,P8FB16008V00,P8FB16006G06,RUN_1ST_23,FB,2011-06-10 10:04,NG,337.31,0.474536811,358.76,0.424442241,133.89,0.30681856,0.124125,0.01,26.89,0.317820863,1995.91,3.294777012,40035.65,31.37271132,24984.84,6.749496399,0,22.91,0.009862694,10004.84,1.83762886,290.06,46.95,1.451017552,2986.23,2.160501474,66006.32,30.30998139,28990.79,5.464295354,0.000248573,33.47,0.067153934,22969.75,2.835445578,6802.84,1.738435087,225.84,263.44,98.66,98.05,97.45,정상,Normal
P8TCVD060308,P8FB1500EK00,P8FB1500CD19,RUN_1ST_23,FB,2011-05-18 4:35,NG,338.39,0.488989079,358.88,0.32245329,132,0,0.09076,0,35,0,1956.51,5.383570217,40091.31,29.07306061,24986.33,19.9014422,0,20.48,0.016868475,9891.72,1.439746189,468.05,63.36,0.923699057,2922.4,2.30798143,66105.04,27.31380727,28994.54,12.58801126,0.000371796,30.95,0.063083576,22743.49,2.929620976,6784.39,2.610512139,174.08,166.0257584,98.53,99.62,101.32,정상,Normal
P8TCVD060306,P8FB1500DJ00,P8FB1500C806,RUN_1ST_23,FB,2011-05-17 16:11,OK,337.06,0.530782819,358.56,0.496403054,131.83,0.378219839,0.108655,0.01,26.34,0.479494977,2004.48,3.295441788,39996.67,79.8863441,24984.6,8.817278831,0,22.88,0.016398835,10005.29,1.540485255,376.24,47.12,1.377676084,2981.29,4.620096247,66005.56,25.82328163,28989.84,4.282011116,0.000281589,33.41,0.039513904,22971.72,3.011124471,6802.91,2.108800666,187.76,936.0922908,98.41,97.69,96.9,정상,Normal
P8TCVD060308,P8GD16001C00,P8GD16000N08,RUN_1ST_23,GD,2011-06-03 16:38,NG,338.52,0.499840773,359.06,0.244744158,133,0,0.089,0,41.59,0.497350273,1964.68,3.832375711,40078.41,29.57752783,24987.72,24.02642197,0,20.92,0.015061537,9892.42,1.857591583,528.11,72.28,0.704093796,2918.32,2.507204607,66104.83,26.56090481,28995.6,17.34408969,0.000262604,31.74,0.062901329,22743.78,2.564968581,6785.04,2.347472403,163.34,862.11,101.01,99.99,99.54,정상,Normal
P8TCVD060309,P8CB1501WV00,P8CB1501VE06,RUN_1ST_23,CB,2011-05-30 22:19,OK,339.62,0.486304056,359.53,0.49927822,132,0,0.0865,0,31,0,1895.98,4.002839901,40054.44,15.10206318,25012.28,8.390132914,0,22.66,0.015787971,9889.21,1.45102694,1070.62,53.45,0.498803826,2770.1,4.163870029,66032.74,32.61588261,29020.16,6.952869968,0.000219874,33.03,0.054217423,22717.18,3.643807194,6805.19,1.972743078,128.18,169.44,100.19,100.51,100.88,정상,Normal
P8TCVD060306,P8CB1501TZ00,P8CB1501S913,RUN_1ST_23,CB,2011-05-29 15:35,OK,338.77,0.674021541,358.6,0.490568287,134.17,0.373963494,0.12125,0.01,33.22,0.420437483,2001.44,4.793724854,40002.12,43.12520796,24985.52,5.12985643,0,23.25,0.016868475,10006.71,2.173688607,417.99,59.2,0.721501437,2971.67,2.657861479,66003.81,27.94342356,28990.12,5.208018798,0.000273839,33.96,0.045847667,22971,2.495849361,6804.44,2.785191493,223.65,433.38,99.31,98.58,97.35,정상,Normal
P8TCVD060306,P8CB16019C00,P8CB16015F04,RUN_1ST_23,CB,2011-06-16 6:06,OK,338.42,0.493596821,358.77,0.419220331,131,0,0.109125,0.01,36,0,1990.52,3.914722577,40045.45,30.12092509,24985.78,4.054377828,0,23.5,0.011400363,10007.41,1.719353908,276.14,60.22,0.418201382,2961.8,3.070096122,66008.14,28.15094887,28990.43,6.335118188,0.000275754,34.19,0.073059235,22970.71,2.574537788,6804.44,1.936181061,188.73,607.7,99.49,99.25,98.76,정상,Normal
P8TCVD060308,P8CB1700V200,P8CB1700TM14,RUN_1ST_23,CB,2011-07-12 7:25,NG,338.0721,0.6253,358.7309,0.4438,134.2618,0.4399,0.0776,0.003,39.7111,0.4584,1993.5333,3.4351,40092.4536,26.5609,24986.4019,22.2847,0,20.8471,0.0136,9892.3274,2.124,392.6021,63.6415,0.4807,2959.2594,4.4449,66104.3834,22.6908,28994.4478,17.3386,2.00E-04,31.6364,0.0677,22744.2102,2.541,6784.918,2.3204,239.7607,281.023,100,100.35,100.44,정상,Normal
P8TCVD060308,P8CB16007B01,P8CB16007B03,RUN_1ST_23,CB,2011-06-07 17:30,OK,339.61,0.488579058,359.45,0.497416734,133,0,0.082505,0,40,0,1986.24,5.06393467,40110.2,25.32314548,24987.55,15.95802118,0,20.76,0.013751033,9893.26,1.772899881,393.82,69.13,0.713981297,2946.14,2.527343094,66108.91,21.29183377,28995.17,14.14788317,0.000242706,31.53,0.05815694,22743.99,2.70662551,6785.06,2.326102125,148.93,333.76,100.73,99.4,98.72,정상,Normal
P8TCVD060308,P8GD16000X00,P8GD16000H08,RUN_1ST_23,GD,2011-06-03 7:35,NG,339.5,0.500370233,359.42,0.493309451,132,0,0.0835,0,42,0,1973.2,5.809866217,40093.1,29.98245778,24986.88,22.47991361,0,20.89,0.010622066,9892,1.809770323,365.99,72.25,0.729361478,2931.5,4.533707354,66107.18,24.14628939,28995.8,14.93399278,0.000328666,31.61,0.05669918,22743.91,2.886888742,6783.32,2.328383687,173.35,147.96,101.06,99.59,98.99,정상,Normal
P8TCVD060307,P8FA16002J00,P8FA16000S20,RUN_1ST_23,FA,2011-06-02 20:36,OK,337.05,0.713871102,358.37,0.482606492,130.97,0.169811224,0.085875,0.01,29.14,0.347141757,1812.41,2.998590225,40027.63,19.14369311,25008.74,15.12556789,0,22.2,0.017196477,9889.71,1.803863193,952.94,52.75,1.006723481,2602.17,3.635120035,66032.07,29.95261299,29011.47,21.83206457,0.000232689,32.43,0.056653354,22724.01,3.174119341,6787.05,2.313648487,261.49,232.92,99.63,98.56,96.52,정상,Normal
P8TCVD060308,P8CE16008000,P8CE16005S06,RUN_1ST_23,CE,2011-06-30 4:48,OK,339.5175,0.5001,359.431,0.4956,137,0,0.0684,0.003,40.8,0.4045,1986.5111,3.622,40100.4293,26.8954,24988.9113,19.2539,0,21.0451,0.0136,9892.5309,1.9839,436.5501,66.8028,0.5897,2951.1596,2.6158,66106.2438,22.134,28995.9763,15.1343,3.00E-04,31.8062,0.0561,22743.8869,2.5663,6784.8156,3.0898,227.553,294.9399,99.26,100.52,101.43,정상,Normal
P8TCVD060309,P8CE15004F00,P8CE15003F12,RUN_1ST_23,CE,2011-05-17 5:14,OK,336.73,0.627207744,358.89,0.311815813,134,0,0.118125,0.01,27.89,0.317820863,1890.44,4.500280575,40048.83,13.43359758,25011.97,4.890426662,0,22.42,0.011379585,9862.42,1.89658576,1120.19,50.15,0.793438272,2771.55,6.90599597,66034.12,32.24607103,29019.63,7.89414478,0.000188869,32.68,0.026823814,22661.62,11.85175192,6804.78,2.308452152,149.42,130.623207,99.94,100.12,100.37,정상,Normal
P8TCVD060307,P8CB16009F00,P8CB16008812,RUN_1ST_23,CB,2011-06-06 5:41,NG,336.74,0.619758377,358.75,0.433993533,131,0,0.088375,0.01,27.66,0.479494977,1822.77,3.536281297,40024.64,21.31634384,25005.97,30.49426648,0.000347142,22.19,0.029556267,9889.92,1.902836356,1069.65,48.39,1.425630015,2623.82,2.757373609,66033.82,31.99773349,29011.31,29.0123194,0.000294861,32.37,0.06507554,22723.75,3.152958179,6786.84,3.308608877,228.77,149.67,99.19,98.91,98.52,정상,Normal
P8TCVD060308,P8CB1501SW00,P8CB1501RL16,RUN_1ST_23,CB,2011-05-29 5:10,OK,337,0.58176635,358.8,0.401226997,134,0,0.107625,0,31.07,0.257769631,1950.3,4.306887528,40094.88,23.32494062,24985.27,24.62106578,0,20.3,0.015566099,9892.13,2.218154985,372.09,56.29,1.247550528,2922.13,2.779913845,66103.11,20.85247323,28995.9,14.42544192,0.000268855,30.73,0.04632222,22743.91,2.675966534,6784.46,1.871848922,167.98,934.14,99.34,99.9,100.69,정상,Normal
P8TCVD060306,P8FB1500LV00,P8FB1500JX12,RUN_1ST_23,FB,2011-05-23 7:53,NG,339.65,0.493896732,359.65,0.478635219,134,0,0.106125,0.01,35,0,2003.23,4.748873239,40026.14,30.85017524,24985.57,4.155715432,0,23.39,0.010783277,10005.87,2.355639299,394.8,60.5,0.71054771,2983.33,5.278529151,66015.4,26.60383485,28990.27,5.951298844,0.000260466,34.1,0.068946489,22971.17,2.685172332,6804.49,2.145390954,211.68,622.596594,99.11,98.83,98.5,정상,Normal
P8TCVD060306,P8CB1600WA00,P8CB1600RV05,RUN_1ST_23,CB,2011-06-12 5:43,NG,339.6,0.490835644,359.55,0.497458095,136.05,0.223143377,0.136625,0.01,34.48,0.505257768,2000.75,4.745254668,40042.28,48.37694437,24985.16,8.90616495,0,23.41,0.024918472,10006.16,1.770143137,295.92,59.77,0.605372093,2987.08,3.169053192,66010.96,30.19867159,28990.89,5.316288297,0.000225894,34.14,0.059829504,22971.36,2.84405732,6803.01,2.467989881,219.01,167.25,98.33,98.06,97.36,정상,Normal
P8TCVD060309,P8FB16003200,P8FB16001C19,RUN_1ST_23,FB,2011-06-05 22:37,NG,339.45,0.497610906,359.32,0.466029384,137,0,0.1005,0,34,0,1885.33,3.931226966,40054.85,6.917522311,25012.58,6.612901239,0,22.92,0.009034166,9914.55,2.242711724,923.15,54.48,0.500724854,2744.13,3.438025666,66040.1,35.26068699,29020.06,4.727530229,0.000258579,33.41,0.055580576,22764.79,2.308478835,6805.43,1.738938996,127.94,122.32,100.09,99.96,99.35,정상,Normal
P8TCVD060309,P8CB1501C500,P8CB15019M14,RUN_1ST_23,CB,2011-05-24 20:06,NG,340.17,0.537956095,359.77,0.424169707,134.01,0.109839849,0.09175,0,33,0,1895.61,4.591275392,40055.6,13.61808757,25010.2,4.557438023,0,22.74,0.013483997,9914.14,1.638602346,1225.42,55.96,0.510842984,2768.27,6.42253812,66032.67,30.3243798,29019.7,6.77852791,0.000224724,33.15,0.066808745,22763.31,2.558266776,6803.46,2.216250865,126.23,113.5323201,99.72,100.13,100.57,정상,Normal
P8TCVD060306,P8CB1501Z300,P8CB1501XB20,RUN_1ST_23,CB,2011-05-31 16:50,NG,338.41,0.609323683,359.32,0.467368283,134,0,0.11875,0.01,32,0,1999.49,3.314035046,40016.28,30.71634969,24985.32,4.592792044,0,23.24,0.013699517,10006.1,1.872321394,400.17,57.53,0.57346842,2981.62,5.668135928,66010.39,32.47751511,28990.07,6.341345832,0.000205862,33.79,0.054578347,22972.1,2.571004986,6803.27,2.317691543,188,242.2,99.53,98.49,97.19,정상,Normal
P8TCVD060308,P8FB16002800,P8FB16000Y12,RUN_1ST_23,FB,2011-06-05 11:46,NG,337.19,0.392689962,358.86,0.344701921,138,0,0.09075,0.01,32,0,1968.89,3.619531752,40078.46,22.0084974,24986.13,16.65218197,0,20.34,0.010954451,9892,1.723494982,427.76,55.93,1.21302612,2941.34,2.742039267,66105.52,21.84302968,28995,17.11263259,0.000276489,30.82,0.050547626,22743.15,2.699615848,6783.14,1.992871639,148.69,136.97,99.56,100.32,101.38,정상,Normal
P8TCVD060307,P8CB1500QZ00,P8CB1500N701,RUN_1ST_23,CB,2011-05-15 4:33,NG,339.53,0.499607659,359.65,0.478676252,131,0,0.0696,0,37.22,0.420437483,1806.73,3.407211603,40028.16,18.00651715,25006.75,12.97479655,0,22.93,0.01828506,9891.15,1.58850418,950.25,64.16,0.579723528,2600.23,3.092693535,66037.23,32.63207324,29012.11,21.87021784,0.000239955,33.33,0.061118694,22723.87,3.754543072,6788.06,3.927838948,244.16,96.9297442,99.58,100.48,102.26,정상,Normal
P8TCVD060306,P8CB1501JN00,P8CB1501GB10,RUN_1ST_23,CB,2011-05-26 9:21,OK,338.29,0.651348912,359.14,0.342854235,134.98,0.132725115,0.119575,0.01,22.27,0.450510633,1997.82,4.093515731,40028.63,49.64860982,24984.46,4.332039967,0,22.79,0.020665462,10005.87,1.343860988,382.59,41.18,2.593659266,2995.59,3.909252779,66005.1,34.85129836,28990.12,5.414339721,0.00023533,33.32,0.052317959,22970.43,2.659527993,6804.38,2.504494944,210.95,185.0698895,99.61,99.14,98.45,정상,Normal
P8TCVD060306,P8CB15011P00,P8CB15010H18,RUN_1ST_23,CB,2011-05-21 14:03,NG,337.87,0.639899958,358.95,0.223307063,132,0,0.120375,0.01,31,0,2012.52,3.173206407,40020.31,53.02788028,24985.78,7.298095945,0,23.14,0.018373331,10006.41,1.994245787,436.79,55.37,0.791574474,2991.1,3.175309758,66010.25,36.91484026,28990.36,5.489183837,0.000228002,33.74,0.04537015,22971.06,2.921463614,6803.24,1.944503079,127.45,407.9838857,99.82,99.93,100.13,정상,Normal
P8TCVD060306,P8CB16002400,P8CB16000W08,RUN_1ST_23,CB,2011-06-02 1:52,OK,338.73,0.53295787,359.4,0.491195444,134,0,0.107625,0.01,37,0,1995.98,4.582518026,40009.66,41.12544682,24984.6,2.827541717,0,23.62,0.016898841,10007.28,1.69809129,393.58,63.08,0.623119952,2976.17,4.836703543,66010.85,25.12181543,28990.71,4.718712256,0.000193672,34.47,0.062854601,22972.83,2.561684106,6804.59,2.837852308,160.65,701.95,98.56,97.84,96.74,정상,Normal
P8TCVD060308,P8FB17000X00,P8FB17000508,RUN_1ST_23,FB,2011-07-04 18:12,NG,339.6672,0.4716,359.522,0.4999,134,0,0.0794,0.003,38.3636,0.4866,1988.25,2.4316,40102.3789,37.1305,24985.7807,17.8922,0,20.7698,0.0153,9893.0432,2.026,550.5707,62.5446,0.5444,2955.5211,2.4,66112.1929,24.4633,28995.1739,11.4472,2.00E-04,31.3596,0.0554,22744.0846,2.8033,6782.9099,2.1501,254.8984,290.7892,98.62,99.78,101.32,정상,Normal
P8TCVD060308,P8FA16002000,P8FA16000K13,RUN_1ST_23,FA,2011-06-02 13:21,OK,339.61,0.488672876,359.26,0.437831501,134.67,0.469099739,0.08075,0,40,0,1953.6,4.407637999,40088.22,23.31769534,24984.64,23.60082394,0,20.74,0.016781423,9893.43,1.728401031,321.31,69.99,0.773858705,2902.92,3.007571571,66110.34,26.48376446,28994.47,15.26115321,0.000331557,31.55,0.04592761,22743.54,2.839651259,6785.25,2.078294945,184.58,302.75,99.28,99.57,100.42,정상,Normal
P8TCVD060306,P8FA16006S00,P8FA16005013,RUN_1ST_23,FA,2011-06-05 5:28,OK,339.44,0.496804684,359.47,0.499733739,135,0,0.105875,0.01,38.6,0.495433694,2002.04,4.767101061,40008.14,109.5835325,24985.86,5.467233013,0,23.89,0.012949006,10004.56,2.160403321,439.24,64.36,0.622317294,2980.49,4.057937649,66012.78,26.66216195,28991.18,5.829604016,0.00018205,34.63,0.04603307,22970.55,2.339991957,6803.32,2.891999426,201.18,280.53,98.88,98.35,97.68,정상,Normal
P8TCVD060306,P8CB1601AC00,P8CB16017N12,RUN_1ST_23,CB,2011-06-16 19:52,OK,338.3,0.690167308,359.08,0.264467724,134,0,0.112875,0.01,31.31,0.468179366,1981.69,4.761694801,40029.62,33.34553812,24985.05,7.543360576,0,23.2,0.010214863,10005.86,1.637845071,279.56,54.33,0.691133987,2955.12,1.546582601,66008.14,28.53141097,28990.82,7.907398255,0.000246642,33.77,0.038742982,22970.6,2.595382081,6802.63,2.550865176,226.33,868.46,100.28,100.1,100.19,정상,Normal
P8TCVD060307,P8CB16001J00,P8CB16000C01,RUN_1ST_23,CB,2011-06-01 18:32,NG,338.48,0.524003247,358.94,0.232548419,130.25,0.431088985,0.073765,0,34.52,0.505486737,1804.9,4.573569475,40029.65,24.15555063,25009.08,18.84045335,0,22.74,0.014849223,9889.91,2.29506444,984.44,61.77,0.41879825,2592.75,2.575109639,66033.51,31.67754434,29012.01,11.37460715,0.000260912,32.94,0.061538791,22723.59,2.813854577,6787.62,2.520113845,279.56,396.51,100.35,99.51,97.74,정상,Normal
P8TCVD060307,P8CB1501FF00,P8CB1501DJ20,RUN_1ST_23,CB,2011-05-25 19:14,NG,339.99,0.585992455,359.51,0.500192492,130,0,0.082,0,33,0,1815.68,3.639401479,40022.97,16.76178431,25007.07,7.005191663,0.000150756,22.49,0.011713637,9890.21,1.421411035,754.93,60.08,0.70870222,2615.09,2.216261901,66028.01,34.44073125,29012.25,15.63499712,0.000268855,32.72,0.047625568,22723,3.25493642,6787.49,2.702409383,187.76,392.357932,99.86,99.62,99.22,정상,Normal
P8TCVD060306,P8CB1500U000,P8CB1500T804,RUN_1ST_23,CB,2011-05-18 12:15,NG,338.34,0.711955996,358.36,0.620438055,129.08,0.274575732,0.121125,0.01,38,0,1997.42,5.154384228,40023.11,53.80141565,24985.18,5.252196433,0,23.63,0.007772004,10005.53,1.678695349,401.15,63.69,0.647919084,2955.61,2.664726099,65998.95,27.74609214,28989.39,7.14395654,0.00023533,34.47,0.044900762,22970.55,2.787015761,6803.73,1.965153963,166.03,966.6117317,103.61,107.45,112.66,정상,Normal
P8TCVD060307,P8CA15002X00,P8CA15001Y12,RUN_1ST_23,CA,2011-05-19 4:48,NG,337.48,0.512174827,358.28,0.448374643,129.08,0.26648641,0.090125,0.01,27.16,0.369989429,1816.64,3.563972888,40020.98,21.22836406,25008.32,18.49836751,0,22.12,0.015624762,9889.8,1.438761069,1047.43,49.77,1.077783607,2616.94,2.942310047,66027.29,32.57077477,29012.05,12.22091489,0.000192194,32.3,0.063144735,22723.19,3.057543234,6787.17,3.280434279,271.5,259.7814808,100.79,100.21,99.09,정상,Normal
P8TCVD060308,P8GA1500VJ00,P8GA1500RR12,RUN_1ST_23,GA,2011-05-31 12:34,OK,339.48,0.50014252,359.48,0.50014252,134,0,0.079125,0,44.31,0.596284794,1940.98,4.910512327,40084.64,21.38658494,24984.16,22.70686511,0,21.17,0.019103651,9892.41,1.361143415,324.24,75.31,0.678334864,2878.92,2.561321632,66108.07,27.09658011,28994.62,11.47680642,0.000242159,32,0.054335956,22744.25,2.672134324,6785,2.301618094,208.75,137.22,100.23,99.72,99.45,정상,Normal
P8TCVD060306,P8GA1500VL00,P8GA1500TD14,RUN_1ST_23,GA,2011-05-31 13:19,OK,339.39,0.611015254,359.48,0.500167163,133,0,0.09575,0.01,38,0,2012.27,4.013718547,40025.64,40.87369269,24986.4,6.207852897,0,23.88,0.017907148,10006.2,1.943385606,398.46,64.5,0.501218029,2996.47,3.417833781,66010.57,40.15566799,28990.39,5.216479552,0.000265774,34.59,0.059247634,22971.31,2.262998504,6803,2.447759644,209.24,645.06,99.53,98.48,97.4,정상,Normal
P8TCVD060307,P8FB16003000,P8FB16001B04,RUN_1ST_23,FB,2011-06-05 21:52,NG,337.65,0.476222419,359.17,0.377539999,132,0,0.079875,0.01,29,0,1819.79,3.284582597,40024.02,19.26855744,25008.48,17.8122509,0.000213083,22.22,0.018372303,9889.75,1.721414248,1072.82,52.56,1.078338239,2622.23,3.703124063,66028.05,33.24445243,29012.67,32.43987025,0.000233215,32.47,0.053021639,22723.28,3.609826917,6787.23,3.97580741,236.1,173.35,99.3,99,98.7,정상,Normal
P8TCVD060306,P8CA15003H00,P8CA15002410,RUN_1ST_23,CA,2011-05-19 0:52,NG,339.09,0.715147013,359.4,0.490206103,132,0,0.10725,0.01,33,0,2008.04,3.410915337,40031.58,29.16611249,24985.66,7.026102949,0,23.31,0.014863011,10005.57,1.829315853,405.54,57.33,0.691236837,2980.11,3.448714234,66010.21,31.36629003,28990.39,4.441737405,0.000235873,33.9,0.045450273,22971.44,2.740758937,6804.5,2.283781118,240,403.5890862,100.29,99.96,99.75,정상,Normal
P8TCVD060306,P8GA16002000,P8GA16000R10,RUN_1ST_23,GA,2011-06-11 5:09,NG,339.49,0.500193074,359.41,0.491349765,132.01,0.0792417,0.114625,0.01,37.81,0.393749615,1995.02,3.320128885,40021.8,73.58574423,24985.7,6.149345987,0,23.85,0.010191956,10006.52,1.662150773,282,63.32,0.53665275,2962.24,2.973154235,66011.14,33.80405817,28991.21,6.153421754,0.000281589,34.72,0.075977859,22971.27,2.769931861,6803.91,2.275894187,263.44,139.66,99.61,97.99,96.21,정상,Normal
P8TCVD060309,P8CB15019Y00,P8CB15017108,RUN_1ST_23,CB,2011-05-24 1:37,OK,339.46,0.498902146,359.47,0.499717996,134,0,0.091875,0,34.32,0.471155298,1893,5.455954716,40052.94,12.82010071,25013.32,4.727634956,0,22.92,0.009091966,9915.27,1.33127341,1064.52,58.8,0.398836722,2767.16,3.186012957,66037.41,35.47494505,29020.4,5.595288483,0.000275287,33.47,0.052860048,22764.87,2.425030293,6804.58,1.762171098,127.45,511.5058292,100.12,100.33,100.54,정상,Normal
P8TCVD060308,P8CB1600E300,P8CB1600AW13,RUN_1ST_23,CB,2011-06-07 6:05,NG,339.37,0.532684258,359.39,0.488640671,139,0,0.078125,0,43.78,0.420437483,2038.11,12.2144144,40101.24,24.75501066,24985.93,20.08918471,0,21.12,0.012862914,9892.41,1.663494059,433.62,74.82,0.613754126,3054.14,3.420975561,66108.2,25.8769146,28996.02,11.05025647,0.000233215,32.14,0.055814578,22743.31,2.90848124,6784.4,3.000276036,186.29,141.12,100.14,99.67,99.24,정상,Normal
P8TCVD060306,P8GD16000Z00,P8GD16000G18,RUN_1ST_23,GD,2011-06-03 8:34,NG,339.28,0.702717015,359.42,0.494259444,132.14,0.349524353,0.113875,0.01,33,0,2003.89,5.253666348,40012.7,44.12520526,24985.32,3.612411432,0,23.24,0.010763763,10006.55,1.678695346,530.79,58.32,0.658244263,2987.17,6.40351634,66007.99,41.27334383,28990.66,5.12272968,0.000246642,33.93,0.058466085,22971.28,2.604079538,6802.85,2.31278306,209.49,173.11,100.21,98.7,97.22,정상,Normal
P8TCVD060309,P8CB1501PQ00,P8CB1501LR08,RUN_1ST_23,CB,2011-05-28 0:16,OK,339.98,0.584122805,359.74,0.437954253,134,0,0.088,0,32,0,1896.05,3.728922442,40048.94,12.41557887,25011.72,4.054377828,0,22.7,0.011837072,9911.98,1.549661724,930.48,54.55,0.508000508,2765.06,3.778188135,66032.87,35.2614336,29019.08,8.132435424,0.000258579,33.05,0.065671073,22760.24,2.554980073,6805.43,1.371559158,124.76,112.31,99.68,100.1,100.83,정상,Normal
P8TCVD060306,P8CB1501C400,P8CB15019719,RUN_1ST_23,CB,2011-05-24 19:42,OK,339.53,0.499721315,359.54,0.498726473,134.66,0.473875365,0.105,0.01,38,0,2008.22,3.836954811,40051.11,37.7218314,24984.64,3.771680297,0,23.78,0.009000561,10006.02,2.088661959,506.13,63.7,0.556023017,2987.94,4.124475854,66010.89,31.44015687,28990.7,5.516463679,0.00024722,34.64,0.0599122,22970.83,2.423892511,6803.44,2.037869476,195.32,258.5607032,99.17,99.01,98.53,정상,Normal
